Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
2465.0,1.0,34,Credit,2022-02-20,Electricity expense,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,0,65379,10E201040,Utilities Expenses,,,010,Sapporo Sales Office,109831251,2022-02
2465.0,2.0,34,Debit,2022-02-20,Water expense,10E201040,Utilities Expenses,,,010,Sapporo Sales Office,3634,0,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,6142593,2022-02
2465.0,2.0,34,Credit,2022-02-20,Water expense,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,0,3634,10E201040,Utilities Expenses,,,010,Sapporo Sales Office,109827617,2022-02
2466.0,1.0,38,Debit,2022-02-20,Lodging expense,10E200140,Employee Welfare Expenses,,,020,Tokyo Branch,48164,0,10B100630,Accounts Payable Other,,,000,Common Department,4645346,2022-02
2466.0,1.0,38,Credit,2022-02-20,Lodging expense,10B100630,Accounts Payable Other,,,000,Common Department,0,48164,10E200140,Employee Welfare Expenses,,,020,Tokyo Branch,10443202,2022-02
2467.0,1.0,48,Debit,2022-02-20,Gasoline,10E201120,Vehicle Expenses,,,020,Tokyo Branch,4303,0,10A100020,Cash,,,000,Common Department,6415349,2022-02
2467.0,1.0,48,Credit,2022-02-20,Gasoline,10A100020,Cash,,,000,Common Department,0,4303,10E201120,Vehicle Expenses,,,020,Tokyo Branch,109823314,2022-02
2468.0,1.0,53,Debit,2022-02-20,Expressway toll,10E201120,Vehicle Expenses,,,020,Tokyo Branch,381,0,10A100020,Cash,,,000,Common Department,6415730,2022-02
2468.0,1.0,53,Credit,2022-02-20,Expressway toll,10A100020,Cash,,,000,Common Department,0,381,10E201120,Vehicle Expenses,,,020,Tokyo Branch,109822933,2022-02
2468.0,2.0,53,Debit,2022-02-20,Expressway toll,10E201120,Vehicle Expenses,,,020,Tokyo Branch,1000,0,10A100020,Cash,,,000,Common Department,6416730,2022-02
2468.0,2.0,53,Credit,2022-02-20,Expressway toll,10A100020,Cash,,,000,Common Department,0,1000,10E201120,Vehicle Expenses,,,020,Tokyo Branch,109821933,2022-02
2468.0,3.0,53,Debit,2022-02-20,Expressway toll,10E201120,Vehicle Expenses,,,020,Tokyo Branch,1000,0,10A100020,Cash,,,000,Common Department,6417730,2022-02
2468.0,3.0,53,Credit,2022-02-20,Expressway toll,10A100020,Cash,,,000,Common Department,0,1000,10E201120,Vehicle Expenses,,,020,Tokyo Branch,109820933,2022-02
2469.0,1.0,64,Debit,2022-02-20,Electricity expense,10E201040,Utilities Expenses,,,020,Tokyo Branch,156878,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,6299471,2022-02
2469.0,1.0,64,Credit,2022-02-20,Electricity expense,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,156878,10E201040,Utilities Expenses,,,020,Tokyo Branch,109664055,2022-02
2469.0,2.0,64,Debit,2022-02-20,Water expense,10E201040,Utilities Expenses,,,020,Tokyo Branch,7190,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,6306661,2022-02
2469.0,2.0,64,Credit,2022-02-20,Water expense,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,7190,10E201040,Utilities Expenses,,,020,Tokyo Branch,109656865,2022-02
2470.0,1.0,66,Debit,2022-02-20,Wired service fee,10E201270,Miscellaneous Expenses,,,030,Nagoya Branch,5000,0,10B100630,Accounts Payable Other,,,000,Common Department,4929496,2022-02
2470.0,1.0,66,Credit,2022-02-20,Wired service fee,10B100630,Accounts Payable Other,,,000,Common Department,0,5000,10E201270,Miscellaneous Expenses,,,030,Nagoya Branch,10448202,2022-02
2471.0,1.0,68,Debit,2022-02-20,Copy counter charge,10E201110,Office Supplies Expenses,,,050,Kyushu Sales Office,6300,0,10B100630,Accounts Payable Other,,,000,Common Department,1297731,2022-02
2471.0,1.0,68,Credit,2022-02-20,Copy counter charge,10B100630,Accounts Payable Other,,,000,Common Department,0,6300,10E201110,Office Supplies Expenses,,,050,Kyushu Sales Office,10454502,2022-02
2472.0,1.0,71,Debit,2022-02-20,office supplies,10E201110,Office Supplies Expenses,,,020,Tokyo Branch,1505,0,10B100630,Accounts Payable Other,,,000,Common Department,1299236,2022-02
2472.0,1.0,71,Credit,2022-02-20,office supplies,10B100630,Accounts Payable Other,,,000,Common Department,0,1505,10E201110,Office Supplies Expenses,,,020,Tokyo Branch,10456007,2022-02
2472.0,2.0,71,Debit,2022-02-20,Copy counter charge,10E201110,Office Supplies Expenses,,,020,Tokyo Branch,34099,0,10B100630,Accounts Payable Other,,,000,Common Department,1333335,2022-02
2472.0,2.0,71,Credit,2022-02-20,Copy counter charge,10B100630,Accounts Payable Other,,,000,Common Department,0,34099,10E201110,Office Supplies Expenses,,,020,Tokyo Branch,10490106,2022-02
2473.0,1.0,74,Debit,2022-02-20,files and related supplies,10E200200,Supplies Expenses,,,000,Common Department,19396,0,10B100630,Accounts Payable Other,,,000,Common Department,2735139,2022-02
2473.0,1.0,74,Credit,2022-02-20,files and related supplies,10B100630,Accounts Payable Other,,,000,Common Department,0,19396,10E200200,Supplies Expenses,,,000,Common Department,10509502,2022-02
2473.0,2.0,74,Debit,2022-02-20,Drinking water,10E200200,Supplies Expenses,,,000,Common Department,232915,0,10B100630,Accounts Payable Other,,,000,Common Department,2968054,2022-02
2473.0,2.0,74,Credit,2022-02-20,Drinking water,10B100630,Accounts Payable Other,,,000,Common Department,0,232915,10E200200,Supplies Expenses,,,000,Common Department,10742417,2022-02
2473.0,3.0,74,Debit,2022-02-20,Business card expense,10E200200,Supplies Expenses,,,000,Common Department,52096,0,10B100630,Accounts Payable Other,,,000,Common Department,3020150,2022-02
2473.0,3.0,74,Credit,2022-02-20,Business card expense,10B100630,Accounts Payable Other,,,000,Common Department,0,52096,10E200200,Supplies Expenses,,,000,Common Department,10794513,2022-02
2474.0,1.0,89,Debit,2022-02-20,Electricity expense,10E201040,Utilities Expenses,,,030,Nagoya Branch,64140,0,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,6370801,2022-02
2474.0,1.0,89,Credit,2022-02-20,Electricity expense,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,0,64140,10E201040,Utilities Expenses,,,030,Nagoya Branch,109592725,2022-02
2474.0,2.0,89,Debit,2022-02-20,Water expense,10E201040,Utilities Expenses,,,030,Nagoya Branch,3072,0,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,6373873,2022-02
2474.0,2.0,89,Credit,2022-02-20,Water expense,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,0,3072,10E201040,Utilities Expenses,,,030,Nagoya Branch,109589653,2022-02
2474.0,3.0,89,Debit,2022-02-20,Gas expense,10E201040,Utilities Expenses,,,030,Nagoya Branch,3528,0,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,6377401,2022-02
2474.0,3.0,89,Credit,2022-02-20,Gas expense,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,0,3528,10E201040,Utilities Expenses,,,030,Nagoya Branch,109586125,2022-02
2475.0,1.0,97,Debit,2022-02-20,Copying expense expense,10E201110,Office Supplies Expenses,,,030,Nagoya Branch,40023,0,10B100630,Accounts Payable Other,,,000,Common Department,1373358,2022-02
2475.0,1.0,97,Credit,2022-02-20,Copying expense expense,10B100630,Accounts Payable Other,,,000,Common Department,0,40023,10E201110,Office Supplies Expenses,,,030,Nagoya Branch,10834536,2022-02
2476.0,1.0,98,Debit,2022-02-20,office supplies,10E201110,Office Supplies Expenses,,,030,Nagoya Branch,3156,0,10B100630,Accounts Payable Other,,,000,Common Department,1376514,2022-02
2476.0,1.0,98,Credit,2022-02-20,office supplies,10B100630,Accounts Payable Other,,,000,Common Department,0,3156,10E201110,Office Supplies Expenses,,,030,Nagoya Branch,10837692,2022-02
2495.0,1.0,137,Debit,2022-02-21,Wired service fee,10E201270,Miscellaneous Expenses,,,040,Osaka Branch,6000,0,10B100630,Accounts Payable Other,,,000,Common Department,4935496,2022-02
2495.0,1.0,137,Credit,2022-02-21,Wired service fee,10B100630,Accounts Payable Other,,,000,Common Department,0,6000,10E201270,Miscellaneous Expenses,,,040,Osaka Branch,10843692,2022-02
2495.0,2.0,137,Debit,2022-02-21,Security fee,10E201270,Miscellaneous Expenses,,,040,Osaka Branch,42858,0,10B100630,Accounts Payable Other,,,000,Common Department,4978354,2022-02
2495.0,2.0,137,Credit,2022-02-21,Security fee,10B100630,Accounts Payable Other,,,000,Common Department,0,42858,10E201270,Miscellaneous Expenses,,,040,Osaka Branch,10886550,2022-02
2495.0,3.0,137,Debit,2022-02-21,Expressway toll,10E201120,Vehicle Expenses,,,040,Osaka Branch,13541,0,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,6431271,2022-02
2495.0,3.0,137,Credit,2022-02-21,Expressway toll,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,0,13541,10E201120,Vehicle Expenses,,,040,Osaka Branch,109572584,2022-02
2495.0,4.0,137,Debit,2022-02-21,Cleaning fee,10E201270,Miscellaneous Expenses,,,040,Osaka Branch,56421,0,10B100630,Accounts Payable Other,,,000,Common Department,5034775,2022-02
2495.0,4.0,137,Credit,2022-02-21,Cleaning fee,10B100630,Accounts Payable Other,,,000,Common Department,0,56421,10E201270,Miscellaneous Expenses,,,040,Osaka Branch,10942971,2022-02
2492.0,1.0,25,Debit,2022-02-21,Travel expense,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,56000,0,10A100020,Cash,,,000,Common Department,11400152,2022-02
2492.0,1.0,25,Credit,2022-02-21,Travel expense,10A100020,Cash,,,000,Common Department,0,56000,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,109516584,2022-02
2493.0,1.0,27,Debit,2022-02-21,Travel expense,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,41905,0,10A100020,Cash,,,000,Common Department,11442057,2022-02
2493.0,1.0,27,Credit,2022-02-21,Travel expense,10A100020,Cash,,,000,Common Department,0,41905,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,109474679,2022-02
2493.0,2.0,27,Debit,2022-02-21,Travel expense,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,28381,0,10A100020,Cash,,,000,Common Department,11470438,2022-02
2493.0,2.0,27,Credit,2022-02-21,Travel expense,10A100020,Cash,,,000,Common Department,0,28381,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,109446298,2022-02
2493.0,3.0,27,Debit,2022-02-21,Travel expense,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,30077,0,10A100020,Cash,,,000,Common Department,11500515,2022-02
2493.0,3.0,27,Credit,2022-02-21,Travel expense,10A100020,Cash,,,000,Common Department,0,30077,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,109416221,2022-02
2490.0,1.0,6,Debit,2022-02-21,Advertising fee,10E200050,Advertising Expenses,,,010,Sapporo Sales Office,5000,0,10A100020,Cash,,,000,Common Department,1884700,2022-02
2490.0,1.0,6,Credit,2022-02-21,Advertising fee,10A100020,Cash,,,000,Common Department,0,5000,10E200050,Advertising Expenses,,,010,Sapporo Sales Office,109411221,2022-02
2491.0,1.0,8,Debit,2022-02-21,Regular meeting fee,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,20000,0,10A100020,Cash,,,000,Common Department,3946746,2022-02
2491.0,1.0,8,Credit,2022-02-21,Regular meeting fee,10A100020,Cash,,,000,Common Department,0,20000,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,109391221,2022-02
2494.0,1.0,80,Debit,2022-02-21,Membership fee Payment,10E200140,Employee Welfare Expenses,,,030,Nagoya Branch,417375,0,10B100630,Accounts Payable Other,,,000,Common Department,5062721,2022-02
2494.0,1.0,80,Credit,2022-02-21,Membership fee Payment,10B100630,Accounts Payable Other,,,000,Common Department,0,417375,10E200140,Employee Welfare Expenses,,,030,Nagoya Branch,11360346,2022-02
2496.0,1.0,12,Debit,2022-02-22,Gasoline,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,3810,0,10A100020,Cash,,,000,Common Department,6435081,2022-02
2496.0,1.0,12,Credit,2022-02-22,Gasoline,10A100020,Cash,,,000,Common Department,0,3810,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,109387411,2022-02
2496.0,2.0,12,Debit,2022-02-22,Gasoline,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,5715,0,10A100020,Cash,,,000,Common Department,6440796,2022-02
2496.0,2.0,12,Credit,2022-02-22,Gasoline,10A100020,Cash,,,000,Common Department,0,5715,10E201120,Vehicle Expenses,,,010,Sapporo Sales Office,109381696,2022-02
2499.0,1.0,155,Debit,2022-02-22,Gasoline,10E201120,Vehicle Expenses,,,050,Kyushu Sales Office,6222,0,10A100020,Cash,,,000,Common Department,6447018,2022-02
2499.0,1.0,155,Credit,2022-02-22,Gasoline,10A100020,Cash,,,000,Common Department,0,6222,10E201120,Vehicle Expenses,,,050,Kyushu Sales Office,109375474,2022-02
2500.0,1.0,166,Debit,2022-02-22,Anonymized Cleaning Company A expense,10E201270,Miscellaneous Expenses,,,050,Kyushu Sales Office,1890,0,10A100020,Cash,,,000,Common Department,5036665,2022-02
2500.0,1.0,166,Credit,2022-02-22,Anonymized Cleaning Company A expense,10A100020,Cash,,,000,Common Department,0,1890,10E201270,Miscellaneous Expenses,,,050,Kyushu Sales Office,109373584,2022-02
2497.0,1.0,90,Debit,2022-02-22,Anonymized Cleaning Company A expense,10E201270,Miscellaneous Expenses,,,030,Nagoya Branch,10500,0,10A100020,Cash,,,000,Common Department,5047165,2022-02
2497.0,1.0,90,Credit,2022-02-22,Anonymized Cleaning Company A expense,10A100020,Cash,,,000,Common Department,0,10500,10E201270,Miscellaneous Expenses,,,030,Nagoya Branch,109363084,2022-02
2498.0,1.0,95,Debit,2022-02-22,Cleaning fee,10E201270,Miscellaneous Expenses,,,030,Nagoya Branch,71675,0,10B100630,Accounts Payable Other,,,000,Common Department,5118840,2022-02
2498.0,1.0,95,Credit,2022-02-22,Cleaning fee,10B100630,Accounts Payable Other,,,000,Common Department,0,71675,10E201270,Miscellaneous Expenses,,,030,Nagoya Branch,11432021,2022-02
2508.0,1.0,140,Debit,2022-02-23,Travel expense,10E201230,Travel and Transportation Expenses,,,040,Osaka Branch,7400,0,10A100020,Cash,,,000,Common Department,11507915,2022-02
2508.0,1.0,140,Credit,2022-02-23,Travel expense,10A100020,Cash,,,000,Common Department,0,7400,10E201230,Travel and Transportation Expenses,,,040,Osaka Branch,109355684,2022-02
2509.0,1.0,156,Debit,2022-02-23,Business travel expense,10E201230,Travel and Transportation Expenses,,,050,Kyushu Sales Office,9500,0,10A100020,Cash,,,000,Common Department,11517415,2022-02
2509.0,1.0,156,Credit,2022-02-23,Business travel expense,10A100020,Cash,,,000,Common Department,0,9500,10E201230,Travel and Transportation Expenses,,,050,Kyushu Sales Office,109346184,2022-02
2503.0,1.0,26,Debit,2022-02-23,Travel expense,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,11000,0,10A100020,Cash,,,000,Common Department,11528415,2022-02
2503.0,1.0,26,Credit,2022-02-23,Travel expense,10A100020,Cash,,,000,Common Department,0,11000,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,109335184,2022-02
2504.0,1.0,28,Debit,2022-02-23,taxi expense,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,2420,0,10B100630,Accounts Payable Other,,,000,Common Department,11530835,2022-02
2504.0,1.0,28,Credit,2022-02-23,taxi expense,10B100630,Accounts Payable Other,,,000,Common Department,0,2420,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,11434441,2022-02
2501.0,1.0,3,Debit,2022-02-23,Lodging expense,10E200140,Employee Welfare Expenses,,,010,Sapporo Sales Office,28815,0,10B100630,Accounts Payable Other,,,000,Common Department,5091536,2022-02
2501.0,1.0,3,Credit,2022-02-23,Lodging expense,10B100630,Accounts Payable Other,,,000,Common Department,0,28815,10E200140,Employee Welfare Expenses,,,010,Sapporo Sales Office,11463256,2022-02
2505.0,1.0,54,Debit,2022-02-23,Expressway toll,10E201120,Vehicle Expenses,,,020,Tokyo Branch,1810,0,10A100020,Cash,,,000,Common Department,6448828,2022-02
2505.0,1.0,54,Credit,2022-02-23,Expressway toll,10A100020,Cash,,,000,Common Department,0,1810,10E201120,Vehicle Expenses,,,020,Tokyo Branch,109333374,2022-02
2505.0,2.0,54,Debit,2022-02-23,Expressway toll,10E201120,Vehicle Expenses,,,020,Tokyo Branch,2572,0,10A100020,Cash,,,000,Common Department,6451400,2022-02
2505.0,2.0,54,Credit,2022-02-23,Expressway toll,10A100020,Cash,,,000,Common Department,0,2572,10E201120,Vehicle Expenses,,,020,Tokyo Branch,109330802,2022-02
2506.0,1.0,61,Debit,2022-02-23,Tea expense,10E200140,Employee Welfare Expenses,,,050,Kyushu Sales Office,11080,0,10B100630,Accounts Payable Other,,,000,Common Department,5102616,2022-02
2506.0,1.0,61,Credit,2022-02-23,Tea expense,10B100630,Accounts Payable Other,,,000,Common Department,0,11080,10E200140,Employee Welfare Expenses,,,050,Kyushu Sales Office,11474336,2022-02
2507.0,1.0,84,Debit,2022-02-23,Month 2 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,1124255,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,18324255,2022-02
2507.0,1.0,84,Credit,2022-02-23,Month 2 Payroll Other 0001 Executive,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,1124255,10E200090,Directors' Compensation,,,020,Tokyo Branch,108206547,2022-02
2507.0,2.0,84,Debit,2022-02-23,Month 2 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,120411,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,18444666,2022-02
2507.0,2.0,84,Credit,2022-02-23,Month 2 Payroll Other 0001 Executive,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,120411,10E200090,Directors' Compensation,,,020,Tokyo Branch,5242911,2022-02
2507.0,3.0,84,Debit,2022-02-23,Month 2 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,171200,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,18615866,2022-02
2507.0,3.0,84,Credit,2022-02-23,Month 2 Payroll Other 0001 Executive,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,171200,10E200090,Directors' Compensation,,,020,Tokyo Branch,5414111,2022-02
2507.0,4.0,84,Debit,2022-02-23,Month 2 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,164442,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,18780308,2022-02
2507.0,4.0,84,Credit,2022-02-23,Month 2 Payroll Other 0001 Executive,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,164442,10E200090,Directors' Compensation,,,020,Tokyo Branch,5578553,2022-02
2507.0,5.0,84,Debit,2022-02-23,Month 2 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,133972,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,18914280,2022-02
2507.0,5.0,84,Credit,2022-02-23,Month 2 Payroll Other 0001 Executive,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,133972,10E200090,Directors' Compensation,,,020,Tokyo Branch,5712525,2022-02
2507.0,6.0,84,Debit,2022-02-23,Month 2 Payroll Other 0001 Executive,10E200090,Directors' Compensation,,,020,Tokyo Branch,5720,0,10B100690,Deposits Received,9,Other,000,Common Department,18920000,2022-02
2507.0,6.0,84,Credit,2022-02-23,Month 2 Payroll Other 0001 Executive,10B100690,Deposits Received,9,Other,000,Common Department,0,5720,10E200090,Directors' Compensation,,,020,Tokyo Branch,5718245,2022-02
2507.0,7.0,84,Debit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,1459122,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,53331947,2022-02
2507.0,7.0,84,Credit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,1459122,10E200370,Salaries and Allowances,,,020,Tokyo Branch,106747425,2022-02
2507.0,8.0,84,Debit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,236045,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,53567992,2022-02
2507.0,8.0,84,Credit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,236045,10E200370,Salaries and Allowances,,,020,Tokyo Branch,5954290,2022-02
2507.0,9.0,84,Debit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,104300,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,53672292,2022-02
2507.0,9.0,84,Credit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,104300,10E200370,Salaries and Allowances,,,020,Tokyo Branch,6058590,2022-02
2507.0,10.0,84,Debit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,35300,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,53707592,2022-02
2507.0,10.0,84,Credit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,35300,10E200370,Salaries and Allowances,,,020,Tokyo Branch,6093890,2022-02
2507.0,11.0,84,Debit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,43305,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,53750897,2022-02
2507.0,11.0,84,Credit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,43305,10E200370,Salaries and Allowances,,,020,Tokyo Branch,6137195,2022-02
2507.0,12.0,84,Debit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10E200370,Salaries and Allowances,,,020,Tokyo Branch,65259,0,10B100690,Deposits Received,9,Other,000,Common Department,53816156,2022-02
2507.0,12.0,84,Credit,2022-02-23,Month 2 Payroll Other 0020 Sales Department,10B100690,Deposits Received,9,Other,000,Common Department,0,65259,10E200370,Salaries and Allowances,,,020,Tokyo Branch,6202454,2022-02
2507.0,13.0,84,Debit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,615966,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,54432122,2022-02
2507.0,13.0,84,Credit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,615966,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,106131459,2022-02
2507.0,14.0,84,Debit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,103424,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,54535546,2022-02
2507.0,14.0,84,Credit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,103424,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,6305878,2022-02
2507.0,15.0,84,Debit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,46300,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,54581846,2022-02
2507.0,15.0,84,Credit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,46300,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,6352178,2022-02
2507.0,16.0,84,Debit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,14100,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,54595946,2022-02
2507.0,16.0,84,Credit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,14100,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,6366278,2022-02
2507.0,17.0,84,Debit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,50648,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,54646594,2022-02
2507.0,17.0,84,Credit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,50648,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,6416926,2022-02
2507.0,18.0,84,Debit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,42034,0,10B100690,Deposits Received,9,Other,000,Common Department,54688628,2022-02
2507.0,18.0,84,Credit,2022-02-23,Month 2 Payroll Other 1000 Sapporo Sales Office,10B100690,Deposits Received,9,Other,000,Common Department,0,42034,10E200370,Salaries and Allowances,,,010,Sapporo Sales Office,6458960,2022-02
2507.0,19.0,84,Debit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,557677,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,55246305,2022-02
2507.0,19.0,84,Credit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,557677,10E200370,Salaries and Allowances,,,030,Nagoya Branch,105573782,2022-02
2507.0,20.0,84,Debit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,96352,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,55342657,2022-02
2507.0,20.0,84,Credit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,96352,10E200370,Salaries and Allowances,,,030,Nagoya Branch,6555312,2022-02
2507.0,21.0,84,Debit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,42600,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,55385257,2022-02
2507.0,21.0,84,Credit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,42600,10E200370,Salaries and Allowances,,,030,Nagoya Branch,6597912,2022-02
2507.0,22.0,84,Debit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,7960,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,55393217,2022-02
